,Text
0,sikkert hvad har du i tankerne
1,det er det største og mest populære generelle referenceværk på internettet og i april  var det blandt de mest populære hjemmesider ifølge alexa rangeringsystem
2,hvordan har du det
3,hvor fik du nyheden som hvordan gør du det
4,jeg jeg går alligevel på tøjvask
5,bære med mig et øjeblik
6,jeg er nødt til at komme i gang
7,det sædvanlige
8,hvad hej jeg er kommet her for at bede om narcissus i ægteskab men hvordan ved du hendes navn og hvem er du
9,kan du gentage det fordi jeg ikke fangede det sidste ord hvis han vil have nogen til at gentage hele sætningen igen
10,nej jeg er god tak
11,i aftes godt mor det var sådan en fantastisk drøm du ved at der var denne prins der kom op til mig
12,har du planer om i morgen
13,dine venner der er denne fantastiske kanal for studerende og nogle andre ord som du kan bruge i stedet for fantastiske er utrolige fantastiske eller usædvanligt gode så inden vi fortsætter med de afbalancerede fem ord på denne video skal du huske at sætte en kommentar under denne video
14,kan du tale lidt langsommere vær venlig
15,det er som om det ikke betyder noget
16,hvordan har du haft det
17,jeg tror ærligt talt ikke at det kommer til at fungere
18,og sagde at han ville gifte sig med mig han var kommet i en gylden vogn og han var klædt ovenfra og ned og guld også hvad en fjollet drøm
19,i det øjeblik begyndte narcissus at grine i søvnen hendes mor var meget overrasket over hvor dejlig hun måtte have en rigtig sjov drøm næste morgen når narcissus
20,undskyld at afbryde dig
21,bemærke og sige at dette er en frygtelig handling smart ord nummer  er fantastisk fantastisk fantastisk betyder forbløffende forbløffende
22,er en meget fransk måde at sige møde eller dato på for eksempel har jeg et møde med mine venner over frokosten på lørdag eller jeg planlægger at møde med mine venner i indkøbscentret for film at møde kan bruges både som substantiv eller som verbum for eksempel
23,over  servere er blevet sat op for i fællesskab at kunne håndtere den enorme mængde trafik
24,åh mor jeg elsker dig så meget og du havde ret udseende og rigdom er ikke alt hvad guldbrødet var ubrugeligt da jeg ikke kunne spise det og manden selvom
25,kan du dække mig ligesom kan du arbejde i stedet for mig mens jeg  jeg ser min ven
26,du kan sige undskyld
27,man er oversvømmet oversvømmet betyder drukning eller oversvømmelse men oversvømmet bruges ofte i forbindelse med arbejde som jeg  m oversvømmet med arbejde jeg har for meget arbejde at gøre jeg er blevet oversvømmet med arbejde i hele denne uge jeg har næppe haft tid til at trække vejret nu lad os se på roden af dette ord
28,med krydsede fingre
29,det er ikke noget
30,åh det er tændt og du har sikkert hørt det i sange der  lyser hvis nogen har succes efter fiaskoer så du kan sige der du går jeg fortalte dig at du vil komme derhen du går hvis nogen spørger dig om du er træt og du vil sige at du overhovedet ikke er træt du kan sige ikke lidt nah
31,forslag
32,eller forretning har været træg i dette kvartal kan du bruge det i dit daglige liv hvis du føler dig meget træt en dag kan du fortælle det til din mor eller du kan fortælle det
33,terry du ser faktisk lidt ud som den engel men hvad ser jeg hvordan kunne du være ham i to er så flinke
34,enig og uenig
35,nature er et britisk multidisciplinært videnskabeligt tidsskrift der blev udgivet første gang den  november
36,nævner det ikke
37,dette er min fejltagelse
38,du rammer neglen på hovedet
39,hvordan s narcissisme fortalte marian dem begge alt hvad der var sket og hun har ændret sig så meget fra den tid
40,jeg er ikke sikker på at jeg er enig
41,hvis du er midt i noget i nogen  s beder dig om noget du kan sige åh
42,tusind tak
43,administratorer på den danske wikipedia brugere oprettes som administratorer af bureaukrater bureaucrats der også kan ændre brugernavne
44,at bruge ordet catch
45,hvis du har lige har oprettet denne side og du alligevel får denne meddelelse kan det skyldes at der er forsinkelse i opdateringen af wikipedias cache eller at du har stavet titlen forkert
46,så meget at de glemmer hvad de skal gøre nu forvirret har tendens til at være et overbrugt ord så i stedet for det hvorfor bruger du ikke flummox for eksempel så drengen helt ud
47,kan du holde et øjeblik tak
48,nummer tre er suave suave suave betyder at være sofistikeret for at være høflig klar og cool
49,rocker du rock
